price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnished,semi-furnished,unfurnished,stories_area,rooms_area
4340000,4075,3,1,1,1,1,1,0,0,2,0,0,1,0,4075.0,1018.75
4340000,3500,4,1,2,1,0,0,0,0,2,0,1,0,0,1750.0,700.0
4340000,6450,4,1,2,1,0,0,0,0,0,0,0,1,0,3225.0,1290.0
4319000,4032,2,1,1,1,0,1,0,0,0,0,1,0,0,4032.0,1344.0
4305000,4400,2,1,1,1,0,0,0,0,1,0,0,1,0,4400.0,1466.6666666666667
4305000,10360,2,1,1,1,0,0,0,0,1,1,0,1,0,10360.0,3453.3333333333335
4277000,3400,3,1,2,1,0,1,0,0,2,1,0,1,0,1700.0,850.0
4270000,6360,2,1,1,1,0,0,0,0,0,0,1,0,0,6360.0,2120.0
4270000,6360,2,1,2,1,0,0,0,0,0,0,0,0,1,3180.0,2120.0
4270000,4500,2,1,1,1,0,0,0,1,2,0,1,0,0,4500.0,1500.0
4270000,2175,3,1,2,0,1,1,0,1,0,0,0,0,1,1087.5,543.75
4270000,4360,4,1,2,1,0,0,0,0,0,0,1,0,0,2180.0,872.0
4270000,7770,2,1,1,1,0,0,0,0,1,0,1,0,0,7770.0,2590.0
4235000,6650,3,1,2,1,1,0,0,0,0,0,0,1,0,3325.0,1662.5
4235000,2787,3,1,1,1,0,1,0,0,0,1,1,0,0,2787.0,696.75
4200000,5500,3,1,2,1,0,0,0,1,0,0,0,0,1,2750.0,1375.0
4200000,5040,3,1,2,1,0,1,0,1,0,0,0,0,1,2520.0,1260.0
4200000,5850,2,1,1,1,1,1,0,0,2,0,0,1,0,5850.0,1950.0
4200000,2610,4,3,2,0,0,0,0,0,0,0,0,1,0,1305.0,372.85714285714283
4200000,2953,3,1,2,1,0,1,0,1,0,0,0,0,1,1476.5,738.25
4200000,2747,4,2,2,0,0,0,0,0,0,0,0,1,0,1373.5,457.8333333333333
4200000,4410,2,1,1,0,0,0,0,0,1,0,0,0,1,4410.0,1470.0
4200000,4000,4,2,2,0,0,0,0,0,0,0,0,1,0,2000.0,666.6666666666666
4200000,2325,3,1,2,0,0,0,0,0,0,0,0,1,0,1162.5,581.25
4200000,4600,3,2,2,1,0,0,0,1,1,0,0,1,0,2300.0,920.0
4200000,3640,3,2,2,1,0,1,0,0,0,0,0,0,1,1820.0,728.0
4200000,5800,3,1,1,1,0,0,1,0,2,0,0,1,0,5800.0,1450.0
4200000,7000,3,1,1,1,0,0,0,0,3,0,1,0,0,7000.0,1750.0
4200000,4079,3,1,3,1,0,0,0,0,0,0,0,1,0,1359.6666666666667,1019.75
4200000,3520,3,1,2,1,0,0,0,0,0,1,0,1,0,1760.0,880.0
4200000,2145,3,1,3,1,0,0,0,0,1,1,0,0,1,715.0,536.25
4200000,4500,3,1,1,1,0,1,0,0,0,0,1,0,0,4500.0,1125.0
4193000,8250,3,1,1,1,0,1,0,0,3,0,0,1,0,8250.0,2062.5
4193000,3450,3,1,2,1,0,0,0,0,1,0,0,1,0,1725.0,862.5
4165000,4840,3,1,2,1,0,0,0,0,1,0,0,1,0,2420.0,1210.0
4165000,4080,3,1,2,1,0,0,0,0,2,0,0,1,0,2040.0,1020.0
4165000,4046,3,1,2,1,0,1,0,0,1,0,0,1,0,2023.0,1011.5
4130000,4632,4,1,2,1,0,0,0,1,0,0,0,1,0,2316.0,926.4
4130000,5985,3,1,1,1,0,1,0,0,0,0,0,1,0,5985.0,1496.25
4123000,6060,2,1,1,1,0,1,0,0,1,0,0,1,0,6060.0,2020.0
4098500,3600,3,1,1,1,0,1,0,1,0,1,1,0,0,3600.0,900.0
4095000,3680,3,2,2,1,0,0,0,0,0,0,0,1,0,1840.0,736.0
4095000,4040,2,1,2,1,0,0,0,0,1,0,0,1,0,2020.0,1346.6666666666667
4095000,5600,2,1,1,1,0,0,0,1,0,0,0,1,0,5600.0,1866.6666666666667
4060000,5900,4,2,2,0,0,1,0,0,1,0,0,0,1,2950.0,983.3333333333334
4060000,4992,3,2,2,1,0,0,0,0,2,0,0,0,1,2496.0,998.4
4060000,4340,3,1,1,1,0,0,0,0,0,0,0,1,0,4340.0,1085.0
4060000,3000,4,1,3,1,0,1,0,1,2,0,0,1,0,1000.0,600.0
4060000,4320,3,1,2,1,0,0,0,0,2,1,1,0,0,2160.0,1080.0
4025000,3630,3,2,2,1,0,0,1,0,2,0,0,1,0,1815.0,726.0
4025000,3460,3,2,1,1,0,1,0,1,1,0,1,0,0,3460.0,692.0
4025000,5400,3,1,1,1,0,0,0,0,3,0,0,1,0,5400.0,1350.0
4007500,4500,3,1,2,0,0,1,0,1,0,0,0,1,0,2250.0,1125.0
4007500,3460,4,1,2,1,0,0,0,1,0,0,0,1,0,1730.0,692.0
3990000,4100,4,1,1,0,0,1,0,0,0,0,0,0,1,4100.0,820.0
3990000,6480,3,1,2,0,0,0,0,1,1,0,0,1,0,3240.0,1620.0
3990000,4500,3,2,2,0,0,1,0,1,0,0,0,1,0,2250.0,900.0
3990000,3960,3,1,2,1,0,0,0,0,0,0,1,0,0,1980.0,990.0
3990000,4050,2,1,2,1,1,1,0,0,0,1,0,0,1,2025.0,1350.0
3920000,7260,3,2,1,1,1,1,0,0,3,0,1,0,0,7260.0,1452.0
3920000,5500,4,1,2,1,1,1,0,0,0,0,0,1,0,2750.0,1100.0
3920000,3000,3,1,2,1,0,0,0,0,0,0,0,1,0,1500.0,750.0
3920000,3290,2,1,1,1,0,0,1,0,1,0,1,0,0,3290.0,1096.6666666666667
3920000,3816,2,1,1,1,0,1,0,1,2,0,1,0,0,3816.0,1272.0
3920000,8080,3,1,1,1,0,0,0,1,2,0,0,1,0,8080.0,2020.0
3920000,2145,4,2,1,1,0,1,0,0,0,1,0,0,1,2145.0,357.5
3885000,3780,2,1,2,1,1,1,0,0,0,0,0,1,0,1890.0,1260.0
3885000,3180,4,2,2,1,0,0,0,0,0,0,1,0,0,1590.0,530.0
3850000,5300,5,2,2,1,0,0,0,0,0,0,0,1,0,2650.0,757.1428571428571
3850000,3180,2,2,1,1,0,1,0,0,2,0,0,1,0,3180.0,795.0
3850000,7152,3,1,2,1,0,0,0,1,0,0,1,0,0,3576.0,1788.0
3850000,4080,2,1,1,1,0,0,0,0,0,0,0,1,0,4080.0,1360.0
3850000,3850,2,1,1,1,0,0,0,0,0,0,0,1,0,3850.0,1283.3333333333333
3850000,2015,3,1,2,1,0,1,0,0,0,1,0,1,0,1007.5,503.75
3850000,2176,2,1,2,1,1,0,0,0,0,1,0,1,0,1088.0,725.3333333333334
3836000,3350,3,1,2,1,0,0,0,0,0,0,0,0,1,1675.0,837.5
3815000,3150,2,2,1,0,0,1,0,0,0,0,0,1,0,3150.0,787.5
3780000,4820,3,1,2,1,0,0,0,0,0,0,0,1,0,2410.0,1205.0
3780000,3420,2,1,2,1,0,0,1,0,1,0,0,1,0,1710.0,1140.0
3780000,3600,2,1,1,1,0,0,0,0,0,0,0,1,0,3600.0,1200.0
3780000,5830,2,1,1,1,0,0,0,0,2,0,0,0,1,5830.0,1943.3333333333333
3780000,2856,3,1,3,1,0,0,0,0,0,1,1,0,0,952.0,714.0
3780000,8400,2,1,1,1,0,0,0,0,1,0,1,0,0,8400.0,2800.0
3773000,8250,3,1,1,1,0,0,0,0,2,0,1,0,0,8250.0,2062.5
3773000,2520,5,2,1,0,0,1,0,1,1,0,1,0,0,2520.0,360.0
3773000,6930,4,1,2,0,0,0,0,0,1,0,1,0,0,3465.0,1386.0
3745000,3480,2,1,1,1,0,0,0,0,0,1,0,1,0,3480.0,1160.0
3710000,3600,3,1,1,1,0,0,0,0,1,0,0,0,1,3600.0,900.0
3710000,4040,2,1,1,1,0,0,0,0,0,0,0,1,0,4040.0,1346.6666666666667
3710000,6020,3,1,1,1,0,0,0,0,0,0,0,1,0,6020.0,1505.0
3710000,4050,2,1,1,1,0,0,0,0,0,0,1,0,0,4050.0,1350.0
3710000,3584,2,1,1,1,0,0,1,0,0,0,0,1,0,3584.0,1194.6666666666667
3703000,3120,3,1,2,0,0,1,1,0,0,0,0,1,0,1560.0,780.0
3703000,5450,2,1,1,1,0,0,0,0,0,0,1,0,0,5450.0,1816.6666666666667
3675000,3630,2,1,1,1,0,1,0,0,0,0,1,0,0,3630.0,1210.0
3675000,3630,2,1,1,1,0,0,0,1,0,0,0,0,1,3630.0,1210.0
3675000,5640,2,1,1,0,0,0,0,0,0,0,0,1,0,5640.0,1880.0
3675000,3600,2,1,1,1,0,0,0,0,0,0,1,0,0,3600.0,1200.0
3640000,4280,2,1,1,1,0,0,0,1,2,0,0,1,0,4280.0,1426.6666666666667
3640000,3570,3,1,2,1,0,1,0,0,0,0,0,1,0,1785.0,892.5
3640000,3180,3,1,2,0,0,1,0,0,0,0,0,1,0,1590.0,795.0
3640000,3000,2,1,2,1,0,0,0,1,0,0,1,0,0,1500.0,1000.0
3640000,3520,2,2,1,1,0,1,0,0,0,0,0,1,0,3520.0,880.0
3640000,5960,3,1,2,1,1,1,0,0,0,0,0,0,1,2980.0,1490.0
3640000,4130,3,2,2,1,0,0,0,0,2,0,0,1,0,2065.0,826.0
3640000,2850,3,2,2,0,0,1,0,0,0,1,0,0,1,1425.0,570.0
3640000,2275,3,1,3,1,0,0,1,1,0,1,0,1,0,758.3333333333334,568.75
3633000,3520,3,1,1,1,0,0,0,0,2,1,0,0,1,3520.0,880.0
3605000,4500,2,1,1,1,0,0,0,0,0,0,0,1,0,4500.0,1500.0
3605000,4000,2,1,1,1,0,0,0,0,0,1,0,1,0,4000.0,1333.3333333333333
3570000,3150,3,1,2,1,0,1,0,0,0,0,1,0,0,1575.0,787.5
3570000,4500,4,2,2,1,0,1,0,0,2,0,1,0,0,2250.0,750.0
3570000,4500,2,1,1,0,0,0,0,0,0,0,1,0,0,4500.0,1500.0
3570000,3640,2,1,1,1,0,0,0,0,0,0,0,0,1,3640.0,1213.3333333333333
3535000,3850,3,1,1,1,0,0,0,0,2,0,0,0,1,3850.0,962.5
3500000,4240,3,1,2,1,0,0,0,1,0,0,0,1,0,2120.0,1060.0
3500000,3650,3,1,2,1,0,0,0,0,0,0,0,0,1,1825.0,912.5
3500000,4600,4,1,2,1,0,0,0,0,0,0,0,1,0,2300.0,920.0
3500000,2135,3,2,2,0,0,0,0,0,0,0,0,0,1,1067.5,427.0
3500000,3036,3,1,2,1,0,1,0,0,0,0,0,1,0,1518.0,759.0
3500000,3990,3,1,2,1,0,0,0,0,0,0,0,1,0,1995.0,997.5
3500000,7424,3,1,1,0,0,0,0,0,0,0,0,0,1,7424.0,1856.0
3500000,3480,3,1,1,0,0,0,0,1,0,0,0,0,1,3480.0,870.0
3500000,3600,6,1,2,1,0,0,0,0,1,0,0,0,1,1800.0,514.2857142857143
3500000,3640,2,1,1,1,0,0,0,0,1,0,0,1,0,3640.0,1213.3333333333333
3500000,5900,2,1,1,1,0,0,0,0,1,0,1,0,0,5900.0,1966.6666666666667
3500000,3120,3,1,2,1,0,0,0,0,1,0,0,0,1,1560.0,780.0
3500000,7350,2,1,1,1,0,0,0,0,1,0,0,1,0,7350.0,2450.0
3500000,3512,2,1,1,1,0,0,0,0,1,1,0,0,1,3512.0,1170.6666666666667
3500000,9500,3,1,2,1,0,0,0,0,3,1,0,0,1,4750.0,2375.0
3500000,5880,2,1,1,1,0,0,0,0,0,0,0,0,1,5880.0,1960.0
3500000,12944,3,1,1,1,0,0,0,0,0,0,0,0,1,12944.0,3236.0
3493000,4900,3,1,2,0,0,0,0,0,0,0,0,0,1,2450.0,1225.0
3465000,3060,3,1,1,1,0,0,0,0,0,0,0,0,1,3060.0,765.0
3465000,5320,2,1,1,1,0,0,0,0,1,1,0,0,1,5320.0,1773.3333333333333
3465000,2145,3,1,3,1,0,0,0,0,0,1,1,0,0,715.0,536.25
3430000,4000,2,1,1,1,0,0,0,0,0,0,0,0,1,4000.0,1333.3333333333333
3430000,3185,2,1,1,1,0,0,0,0,2,0,0,0,1,3185.0,1061.6666666666667
3430000,3850,3,1,1,1,0,0,0,0,0,0,0,0,1,3850.0,962.5
3430000,2145,3,1,3,1,0,0,0,0,0,1,1,0,0,715.0,536.25
3430000,2610,3,1,2,1,0,1,0,0,0,1,0,0,1,1305.0,652.5
3430000,1950,3,2,2,1,0,1,0,0,0,1,0,0,1,975.0,390.0
3423000,4040,2,1,1,1,0,0,0,0,0,0,0,0,1,4040.0,1346.6666666666667
3395000,4785,3,1,2,1,1,1,0,1,1,0,1,0,0,2392.5,1196.25
3395000,3450,3,1,1,1,0,1,0,0,2,0,0,0,1,3450.0,862.5
3395000,3640,2,1,1,1,0,0,0,0,0,0,1,0,0,3640.0,1213.3333333333333
3360000,3500,4,1,2,1,0,0,0,1,2,0,0,0,1,1750.0,700.0
3360000,4960,4,1,3,0,0,0,0,0,0,0,0,1,0,1653.3333333333333,992.0
3360000,4120,2,1,2,1,0,0,0,0,0,0,0,0,1,2060.0,1373.3333333333333
3360000,4750,2,1,1,1,0,0,0,0,0,0,0,0,1,4750.0,1583.3333333333333
3360000,3720,2,1,1,0,0,0,0,1,0,0,0,0,1,3720.0,1240.0
3360000,3750,3,1,1,1,0,0,0,0,0,0,0,0,1,3750.0,937.5
3360000,3100,3,1,2,0,0,1,0,0,0,0,0,1,0,1550.0,775.0
3360000,3185,2,1,1,1,0,1,0,0,2,0,1,0,0,3185.0,1061.6666666666667
3353000,2700,3,1,1,0,0,0,0,0,0,0,1,0,0,2700.0,675.0
3332000,2145,3,1,2,1,0,1,0,0,0,1,1,0,0,1072.5,536.25
3325000,4040,2,1,1,1,0,0,0,0,1,0,0,0,1,4040.0,1346.6666666666667
3325000,4775,4,1,2,1,0,0,0,0,0,0,0,0,1,2387.5,955.0
3290000,2500,2,1,1,0,0,0,0,1,0,0,0,0,1,2500.0,833.3333333333334
3290000,3180,4,1,2,1,0,1,0,1,0,0,0,0,1,1590.0,636.0
3290000,6060,3,1,1,1,1,1,0,0,0,0,1,0,0,6060.0,1515.0
3290000,3480,4,1,2,0,0,0,0,0,1,0,0,1,0,1740.0,696.0
3290000,3792,4,1,2,1,0,0,0,0,0,0,0,1,0,1896.0,758.4
3290000,4040,2,1,1,1,0,0,0,0,0,0,0,0,1,4040.0,1346.6666666666667
3290000,2145,3,1,2,1,0,1,0,0,0,1,1,0,0,1072.5,536.25
3290000,5880,3,1,1,1,0,0,0,0,1,0,0,0,1,5880.0,1470.0
3255000,4500,2,1,1,0,0,0,0,0,0,0,0,1,0,4500.0,1500.0
3255000,3930,2,1,1,0,0,0,0,0,0,0,0,0,1,3930.0,1310.0
3234000,3640,4,1,2,1,0,1,0,0,0,0,0,0,1,1820.0,728.0
3220000,4370,3,1,2,1,0,0,0,0,0,0,0,0,1,2185.0,1092.5
3220000,2684,2,1,1,1,0,0,0,1,1,0,0,0,1,2684.0,894.6666666666666
3220000,4320,3,1,1,0,0,0,0,0,1,0,0,0,1,4320.0,1080.0
3220000,3120,3,1,2,0,0,0,0,0,0,0,1,0,0,1560.0,780.0
3150000,3450,1,1,1,1,0,0,0,0,0,0,1,0,0,3450.0,1725.0
3150000,3986,2,2,1,0,1,1,0,0,1,0,0,0,1,3986.0,996.5
3150000,3500,2,1,1,0,0,1,0,0,0,0,0,1,0,3500.0,1166.6666666666667
3150000,4095,2,1,1,1,0,0,0,0,2,0,0,1,0,4095.0,1365.0
3150000,1650,3,1,2,0,0,1,0,0,0,0,0,0,1,825.0,412.5
3150000,3450,3,1,2,1,0,1,0,0,0,0,0,1,0,1725.0,862.5
3150000,6750,2,1,1,1,0,0,0,0,0,0,0,1,0,6750.0,2250.0
3150000,9000,3,1,2,1,0,0,0,0,2,0,0,1,0,4500.0,2250.0
3150000,3069,2,1,1,1,0,0,0,0,1,0,0,0,1,3069.0,1023.0
3143000,4500,3,1,2,1,0,0,0,1,0,0,0,0,1,2250.0,1125.0
3129000,5495,3,1,1,1,0,1,0,0,0,0,0,0,1,5495.0,1373.75
3118850,2398,3,1,1,1,0,0,0,0,0,1,0,1,0,2398.0,599.5
3115000,3000,3,1,1,0,0,0,0,1,0,0,0,0,1,3000.0,750.0
3115000,3850,3,1,2,1,0,0,0,0,0,0,0,0,1,1925.0,962.5
3115000,3500,2,1,1,1,0,0,0,0,0,0,0,0,1,3500.0,1166.6666666666667
3087000,8100,2,1,1,1,0,0,0,0,1,0,0,0,1,8100.0,2700.0
3080000,4960,2,1,1,1,0,1,0,1,0,0,0,0,1,4960.0,1653.3333333333333
3080000,2160,3,1,2,0,0,1,0,0,0,0,0,1,0,1080.0,540.0
3080000,3090,2,1,1,1,1,1,0,0,0,0,0,0,1,3090.0,1030.0
3080000,4500,2,1,2,1,0,0,1,0,1,0,0,1,0,2250.0,1500.0
3045000,3800,2,1,1,1,0,0,0,0,0,0,0,0,1,3800.0,1266.6666666666667
3010000,3090,3,1,2,0,0,0,0,0,0,0,0,1,0,1545.0,772.5
3010000,3240,3,1,2,1,0,0,0,0,2,0,0,1,0,1620.0,810.0
3010000,2835,2,1,1,1,0,0,0,0,0,0,0,1,0,2835.0,945.0
3010000,4600,2,1,1,1,0,0,0,0,0,0,1,0,0,4600.0,1533.3333333333333
3010000,5076,3,1,1,0,0,0,0,0,0,0,0,0,1,5076.0,1269.0
3010000,3750,3,1,2,1,0,0,0,0,0,0,0,0,1,1875.0,937.5
3010000,3630,4,1,2,1,0,0,0,0,3,0,0,1,0,1815.0,726.0
3003000,8050,2,1,1,1,0,0,0,0,0,0,0,0,1,8050.0,2683.3333333333335
2975000,4352,4,1,2,0,0,0,0,0,1,0,0,0,1,2176.0,870.4
2961000,3000,2,1,2,1,0,0,0,0,0,0,0,1,0,1500.0,1000.0
2940000,5850,3,1,2,1,0,1,0,0,1,0,0,0,1,2925.0,1462.5
2940000,4960,2,1,1,1,0,0,0,0,0,0,0,0,1,4960.0,1653.3333333333333
2940000,3600,3,1,2,0,0,0,0,0,1,0,0,0,1,1800.0,900.0
2940000,3660,4,1,2,0,0,0,0,0,0,0,0,0,1,1830.0,732.0
2940000,3480,3,1,2,0,0,0,0,0,1,0,0,1,0,1740.0,870.0
2940000,2700,2,1,1,0,0,0,0,0,0,0,1,0,0,2700.0,900.0
2940000,3150,3,1,2,0,0,0,0,0,0,0,0,0,1,1575.0,787.5
2940000,6615,3,1,2,1,0,0,0,0,0,0,0,1,0,3307.5,1653.75
2870000,3040,2,1,1,0,0,0,0,0,0,0,0,0,1,3040.0,1013.3333333333334
2870000,3630,2,1,1,1,0,0,0,0,0,0,0,0,1,3630.0,1210.0
2870000,6000,2,1,1,1,0,0,0,0,0,0,0,1,0,6000.0,2000.0
2870000,5400,4,1,2,1,0,0,0,0,0,0,0,0,1,2700.0,1080.0
2852500,5200,4,1,3,1,0,0,0,0,0,0,0,0,1,1733.3333333333333,1040.0
2835000,3300,3,1,2,0,0,0,0,0,1,0,0,1,0,1650.0,825.0
2835000,4350,3,1,2,0,0,0,1,0,1,0,0,0,1,2175.0,1087.5
2835000,2640,2,1,1,0,0,0,0,0,1,0,1,0,0,2640.0,880.0
2800000,2650,3,1,2,1,0,1,0,0,1,0,0,0,1,1325.0,662.5
2800000,3960,3,1,1,1,0,0,0,0,0,0,1,0,0,3960.0,990.0
2730000,6800,2,1,1,1,0,0,0,0,0,0,0,0,1,6800.0,2266.6666666666665
2730000,4000,3,1,2,1,0,0,0,0,1,0,0,0,1,2000.0,1000.0
2695000,4000,2,1,1,1,0,0,0,0,0,0,0,0,1,4000.0,1333.3333333333333
2660000,3934,2,1,1,1,0,0,0,0,0,0,0,0,1,3934.0,1311.3333333333333
2660000,2000,2,1,2,1,0,0,0,0,0,0,0,1,0,1000.0,666.6666666666666
2660000,3630,3,3,2,0,1,0,0,0,0,0,0,0,1,1815.0,605.0
2660000,2800,3,1,1,1,0,0,0,0,0,0,0,0,1,2800.0,700.0
2660000,2430,3,1,1,0,0,0,0,0,0,0,0,0,1,2430.0,607.5
2660000,3480,2,1,1,1,0,0,0,0,1,0,0,1,0,3480.0,1160.0
2660000,4000,3,1,1,1,0,0,0,0,0,0,0,1,0,4000.0,1000.0
2653000,3185,2,1,1,1,0,0,0,1,0,0,0,0,1,3185.0,1061.6666666666667
2653000,4000,3,1,2,1,0,0,0,1,0,0,0,0,1,2000.0,1000.0
2604000,2910,2,1,1,0,0,0,0,0,0,0,0,0,1,2910.0,970.0
2590000,3600,2,1,1,1,0,0,0,0,0,0,0,0,1,3600.0,1200.0
2590000,4400,2,1,1,1,0,0,0,0,0,0,0,0,1,4400.0,1466.6666666666667
2590000,3600,2,2,2,1,0,1,0,0,1,0,1,0,0,1800.0,900.0
2520000,2880,3,1,1,0,0,0,0,0,0,0,0,0,1,2880.0,720.0
2520000,3180,3,1,1,0,0,0,0,0,0,0,0,0,1,3180.0,795.0
2520000,3000,2,1,2,1,0,0,0,0,0,0,1,0,0,1500.0,1000.0
2485000,4400,3,1,2,1,0,0,0,0,0,0,0,0,1,2200.0,1100.0
2485000,3000,3,1,2,0,0,0,0,0,0,0,0,1,0,1500.0,750.0
2450000,3210,3,1,2,1,0,1,0,0,0,0,0,0,1,1605.0,802.5
2450000,3240,2,1,1,0,1,0,0,0,1,0,0,0,1,3240.0,1080.0
2450000,3000,2,1,1,1,0,0,0,0,1,0,0,0,1,3000.0,1000.0
2450000,3500,2,1,1,1,1,0,0,0,0,0,0,0,1,3500.0,1166.6666666666667
2450000,4840,2,1,2,1,0,0,0,0,0,0,0,0,1,2420.0,1613.3333333333333
2450000,7700,2,1,1,1,0,0,0,0,0,0,0,0,1,7700.0,2566.6666666666665
2408000,3635,2,1,1,0,0,0,0,0,0,0,0,0,1,3635.0,1211.6666666666667
2380000,2475,3,1,2,1,0,0,0,0,0,0,1,0,0,1237.5,618.75
2380000,2787,4,2,2,1,0,0,0,0,0,0,1,0,0,1393.5,464.5
2380000,3264,2,1,1,1,0,0,0,0,0,0,0,0,1,3264.0,1088.0
2345000,3640,2,1,1,1,0,0,0,0,0,0,0,0,1,3640.0,1213.3333333333333
2310000,3180,2,1,1,1,0,0,0,0,0,0,0,0,1,3180.0,1060.0
2275000,1836,2,1,1,0,0,1,0,0,0,0,0,1,0,1836.0,612.0
2275000,3970,1,1,1,0,0,0,0,0,0,0,0,0,1,3970.0,1985.0
2275000,3970,3,1,2,1,0,1,0,0,0,0,0,0,1,1985.0,992.5
2240000,1950,3,1,1,0,0,0,1,0,0,0,0,0,1,1950.0,487.5
2233000,5300,3,1,1,0,0,0,0,1,0,1,0,0,1,5300.0,1325.0
2135000,3000,2,1,1,0,0,0,0,0,0,0,0,0,1,3000.0,1000.0
2100000,2400,3,1,2,1,0,0,0,0,0,0,0,0,1,1200.0,600.0
2100000,3000,4,1,2,1,0,0,0,0,0,0,0,0,1,1500.0,600.0
2100000,3360,2,1,1,1,0,0,0,0,1,0,0,0,1,3360.0,1120.0
1960000,3420,5,1,2,0,0,0,0,0,0,0,0,0,1,1710.0,570.0
1890000,1700,3,1,2,1,0,0,0,0,0,0,0,0,1,850.0,425.0
1890000,3649,2,1,1,1,0,0,0,0,0,0,0,0,1,3649.0,1216.3333333333333
1855000,2990,2,1,1,0,0,0,0,0,1,0,0,0,1,2990.0,996.6666666666666
1820000,3000,2,1,1,1,0,1,0,0,2,0,0,0,1,3000.0,1000.0
1767150,2400,3,1,1,0,0,0,0,0,0,0,0,1,0,2400.0,600.0
1750000,3620,2,1,1,1,0,0,0,0,0,0,0,0,1,3620.0,1206.6666666666667
1750000,2910,3,1,1,0,0,0,0,0,0,0,1,0,0,2910.0,727.5
1750000,3850,3,1,2,1,0,0,0,0,0,0,0,0,1,1925.0,962.5
