price,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnished,semi-furnished,unfurnished,stories_area,rooms_area,area_normalizada
13300000,4,2,3,1,0,0,0,1,2,1,1,0,0,-0.45355375779879514,-0.0368181236177086,1.0467262882352133
12250000,4,4,4,1,0,0,0,1,3,0,1,0,0,-0.5575315120773819,-0.24251340937390947,1.7570095257333957
12250000,3,2,2,1,0,1,0,0,2,1,0,1,0,0.6634644024511648,1.2949119264495796,2.218232407225722
12215000,4,2,2,1,0,1,0,1,3,1,1,0,0,0.11535309775404348,-0.01331009095985722,1.0836241187545992
11410000,4,1,2,1,1,1,0,1,2,0,1,0,0,0.09752833987771434,0.39925588218543684,1.0467262882352133
10850000,3,3,1,1,0,1,0,1,2,1,0,1,0,1.7864241486599013,-0.01331009095985722,1.0836241187545992
10150000,4,3,4,1,0,0,0,1,2,1,0,1,0,-0.5998653120336637,-0.05612829330094379,1.5817448307663118
10150000,5,3,2,1,0,0,0,0,0,0,0,0,1,2.0537955168048385,1.3530943072777621,5.096263187737839
9870000,4,1,2,1,1,1,0,1,2,1,1,0,0,0.2490387818265121,0.6390378152955223,1.3603578476499951
9800000,3,2,4,1,1,0,0,1,1,1,0,0,1,-0.9151407169712354,-0.18962033589374358,0.2764840761430282
9800000,3,1,2,1,0,1,0,1,2,1,1,0,0,1.3853670964424953,3.601049930184813,3.712594543260859
9681000,4,3,2,1,1,1,1,0,2,0,0,1,0,-0.21886111242712805,-0.7059574817715537,0.39178979651610985
9310000,4,2,2,1,0,0,0,1,1,1,0,1,0,-0.09631590202736516,-0.29246797877184383,0.6454623813368893
9240000,4,2,2,1,0,0,1,0,2,0,1,0,0,-0.775884796062414,-1.188711723852433,-0.761267407214706
9240000,3,2,2,1,0,0,0,0,0,1,0,1,0,0.1821959397902778,0.5332516683351904,1.2219909832022973
9100000,4,1,2,1,0,1,0,0,2,0,0,1,0,-0.21886111242712805,-0.1014652134268004,0.39178979651610985
9100000,4,2,2,1,1,1,0,1,1,1,0,0,1,-0.08517542835465944,-0.27777545836068673,0.6685235254115056
8960000,3,2,4,1,0,0,0,1,2,0,1,0,0,-0.6087776909718282,0.7800860112426314,1.5448470002469257
8890000,3,2,2,1,1,0,0,1,2,0,1,0,0,-0.5307943752628882,-0.5951338992416823,-0.253922237573147
8855000,3,2,2,1,0,0,0,1,1,1,0,1,0,-0.12528113357640003,0.04663539231766414,0.5855034067428869
8750000,3,1,2,1,0,1,1,0,2,0,0,1,0,-0.5931810278300402,-0.31303750734746405,-0.3830646443909984
8680000,3,2,1,1,1,1,0,1,2,0,0,0,1,1.6326856119765623,0.3058114523704771,0.9245022246397467
8645000,3,1,1,1,1,1,0,1,1,0,1,0,0,2.031514569459427,1.3310555266610262,1.3372967035753787
8645000,3,2,2,1,1,1,0,1,1,0,1,0,0,-0.5397067542010527,-0.6092387188363931,-0.2723711528328401
8575000,3,2,2,1,0,0,0,1,2,0,1,0,0,0.40500541324439215,0.8858721582029632,1.6832138646946235
8540000,4,2,2,1,1,1,0,1,2,1,1,0,0,-0.0985439967619063,-0.2954064828540754,0.6408501525219661
8463000,3,2,4,1,1,1,0,1,0,1,0,1,0,-0.8872895327894711,-0.1014652134268004,0.39178979651610985
8400000,3,1,1,1,0,0,0,0,1,0,0,1,0,2.399150200658716,1.694695406837167,1.717805580806548
8400000,5,2,2,1,0,1,1,0,2,0,0,0,1,0.21561736080839494,-0.21480751374144152,1.2911744154261462
8400000,4,2,2,1,0,1,0,1,1,1,0,1,0,-0.3302658491541852,-0.6010109074061452,0.16117835576994666
8400000,3,2,4,1,0,0,0,1,2,0,0,0,1,-0.7229675461170618,0.41865000912816436,1.0720935467172912
8400000,3,1,4,1,0,0,0,1,2,0,0,1,0,-0.775884796062414,0.8682411337095746,0.8530126780084362
8295000,4,2,2,1,0,0,0,1,1,1,1,0,0,-0.46840772269573616,-0.7831981605044942,-0.12477983075529565
8190000,3,3,2,1,1,1,0,0,1,0,0,0,1,-0.22777349136529262,-0.4658397196234988,0.3733408812564168
8120000,5,1,2,1,1,1,0,1,1,0,1,0,0,-0.031701154725672,-0.2072513603871322,0.779217016969664
8080940,3,2,4,1,0,0,0,1,2,0,1,0,0,-0.775884796062414,0.2511552764409723,0.8530126780084362
8043000,3,2,3,1,0,0,1,0,1,1,1,0,0,-0.4443442995626918,0.4211183525572389,1.0753221068877374
7980000,4,2,4,1,0,0,0,1,2,0,1,0,0,-0.5530753226082996,0.42746552137485866,1.7754584409930887
7962500,3,1,4,1,1,0,0,1,2,0,0,0,1,-0.8872895327894711,0.42746552137485866,0.39178979651610985
7910000,4,2,4,1,0,0,0,1,1,0,0,1,0,-0.8872895327894711,-0.4540857032945731,0.39178979651610985
7875000,3,1,2,1,0,1,0,1,0,1,1,0,0,-0.09631590202736516,0.6698921081589524,0.6454623813368893
7840000,3,2,4,1,0,0,0,1,0,1,1,0,0,-0.8471838275677306,0.025478162925597778,0.5578300338533473
7700000,3,2,4,1,0,0,0,1,2,0,0,0,1,-0.8338152591604837,0.06779262170973051,0.6131767796324264
7700000,4,2,4,1,0,0,0,0,2,0,0,1,0,-0.8872895327894711,-0.4540857032945731,0.39178979651610985
7560000,4,2,4,1,0,0,0,1,1,0,1,0,0,-0.8872895327894711,-0.4540857032945731,0.39178979651610985
7560000,3,2,3,1,0,0,0,1,0,0,0,1,0,-0.6644800593353568,-0.1014652134268004,0.39178979651610985
7525000,3,2,4,1,0,0,0,1,1,0,1,0,0,-0.8872895327894711,-0.1014652134268004,0.39178979651610985
7490000,3,1,4,1,0,0,0,1,3,1,1,0,0,-0.8204466907532368,0.6919308887756882,0.6685235254115056
7455000,3,2,2,1,0,1,0,0,1,0,0,0,1,-0.5976372172991224,-0.700920046202014,-0.39228910202084494
7420000,3,2,1,1,1,1,0,1,0,1,0,1,0,1.7596870118454075,0.40630829198279234,1.0559507458650597
7420000,3,2,4,1,0,0,0,0,1,1,0,0,1,-0.7268667119025088,0.40630829198279234,1.0559507458650597
7420000,3,1,4,1,0,0,0,1,1,0,0,0,1,-0.8510829933531776,0.5707175953836413,0.5416872330011159
7350000,4,2,4,1,1,0,0,1,1,0,1,0,0,-0.8872895327894711,-0.4540857032945731,0.39178979651610985
7350000,3,2,4,1,0,0,0,1,2,0,0,1,0,-0.9819835590074697,-0.40119262981440723,-0.00024965275236754836
7350000,3,2,2,1,1,0,0,1,1,0,0,1,0,-0.21886111242712805,-0.1014652134268004,0.39178979651610985
7350000,3,1,2,1,0,0,0,1,1,0,0,0,1,-0.21886111242712805,0.42746552137485866,0.39178979651610985
7343000,4,1,2,1,0,1,0,0,1,1,0,1,0,0.993222423163254,1.8167902514538832,2.900842271834365
7245000,4,2,4,1,1,0,0,1,1,1,1,0,0,-0.5530753226082996,0.42746552137485866,1.7754584409930887
7210000,4,2,4,1,1,0,0,1,1,0,0,1,0,-0.7001295750880151,0.03958298252030869,1.166644237423218
7210000,3,2,4,1,1,0,0,1,1,0,1,0,0,-0.8872895327894711,-0.1014652134268004,0.39178979651610985
7140000,3,2,2,1,1,0,0,0,1,0,0,1,0,-0.21886111242712805,-0.1014652134268004,0.39178979651610985
7070000,2,1,1,1,0,0,0,1,1,0,0,1,0,2.401378295393257,3.0015950974095995,1.7201116952140096
7070000,4,2,2,1,0,0,0,1,1,0,1,0,0,-0.16538683879814062,-0.3835616053210186,0.5024832880742681
7035000,4,2,3,1,0,0,0,1,2,1,1,0,0,-0.6110057857063693,-0.3482995563342413,0.5578300338533473
7000000,3,1,1,1,0,1,0,1,1,1,1,0,0,3.424073778547642,2.7084793152070135,2.7786182082388984
6930000,3,2,2,1,0,1,0,1,1,0,1,0,0,0.4228301711207213,0.914081797392385,1.7201116952140096
6930000,2,1,1,1,0,1,1,0,1,0,1,0,0,4.3264521460368055,5.540462624457564,3.712594543260859
6895000,3,2,1,1,0,0,0,0,2,0,0,0,1,1.8755479380415472,0.49798961934841324,1.1758686950530646
6860000,3,1,1,1,0,0,0,1,1,0,1,0,0,1.1179957282975581,0.42746552137485866,0.39178979651610985
6790000,4,2,2,1,0,0,0,0,2,1,1,0,0,1.1380485809084284,1.3354632827843733,3.200637144804377
6790000,3,2,2,1,0,1,0,1,0,1,0,1,0,-0.6644800593353568,-0.8067061931623458,-0.5306559664685429
6755000,4,2,4,1,0,0,0,1,0,0,0,0,1,-0.8872895327894711,-0.4540857032945731,0.39178979651610985
6720000,3,1,4,1,0,0,0,1,0,1,0,0,1,-0.9964661747819872,-0.004494578713162902,-0.06020862734636997
6685000,2,2,4,1,0,1,0,0,0,1,1,0,0,-0.8204466907532368,0.6919308887756882,0.6685235254115056
6650000,3,1,2,1,0,1,1,0,1,0,1,0,0,-0.6555676803971922,-0.4364546788011845,-0.5122070512088498
6650000,4,2,2,1,0,0,1,0,0,0,0,1,0,-0.606549596237287,-0.9653854136028436,-0.410738017280538
6650000,3,2,3,1,0,0,0,1,0,1,1,0,0,-0.6020934067682048,0.04663539231766414,0.5855034067428869
6650000,3,2,3,1,0,0,0,1,0,1,1,0,0,-0.590210234850652,0.07484503150708596,0.622401237262273
6650000,3,1,1,1,1,1,0,1,2,1,1,0,0,0.9843100442250895,0.2952328376744439,0.25342293206841193
6650000,3,2,3,1,1,0,0,1,0,0,1,0,0,-0.6644800593353568,-0.1014652134268004,0.39178979651610985
6629000,3,1,2,1,0,0,1,0,1,1,0,1,0,-0.21886111242712805,0.42746552137485866,0.39178979651610985
6615000,3,2,2,1,0,1,0,1,1,0,0,1,0,-0.6644800593353568,-0.8067061931623458,-0.5306559664685429
6615000,3,2,1,1,0,1,0,1,1,1,1,0,0,3.1232809893845874,1.4853269909781768,2.4672927632315784
6580000,3,2,4,1,0,0,0,1,0,0,0,1,0,-0.8872895327894711,-0.1014652134268004,0.39178979651610985
6510000,3,1,2,1,0,0,1,0,2,0,0,1,0,-0.7179543329643442,-0.5598718502549049,-0.6413494580267012
6510000,3,2,3,1,0,0,0,1,0,0,1,0,0,-0.3302658491541852,0.6919308887756882,1.429541279873844
6510000,3,1,3,1,0,1,0,0,0,1,0,0,1,-0.5649584945258523,0.7227851816391183,0.7008091271159684
6475000,3,1,1,1,0,1,0,0,2,0,0,1,0,0.2089330766047715,-0.47171672778796175,-0.5491048817282359
6475000,3,1,1,1,1,1,0,1,2,1,0,0,1,1.7463184434381607,1.0489591347668081,1.04211405942029
6440000,5,3,2,1,0,0,0,0,2,0,1,0,0,0.355987329084487,-0.3262607757175055,1.5817448307663118
6440000,3,1,2,1,0,0,0,1,0,0,0,1,0,-0.4416705858812424,-0.01331009095985722,-0.0694330849762165
6419000,2,1,1,1,1,1,0,0,2,1,1,0,0,1.4522099384787297,1.7497923583790063,0.7377069576353545
6405000,3,2,4,1,1,0,0,1,0,0,1,0,0,-1.0209752168619397,-0.5246098012681276,-0.16167766127468175
6300000,3,2,1,1,0,1,0,1,3,0,0,1,0,1.6527384645874326,0.3216793744145269,0.9452572543069014
6300000,4,2,4,1,0,0,0,0,1,0,0,1,0,-0.8872895327894711,-0.4540857032945731,0.39178979651610985
6300000,3,2,3,1,0,0,0,1,2,0,0,1,0,-0.946705392377235,-0.7714441441755685,-0.48453367831931016
6300000,3,1,1,1,0,1,0,0,1,1,1,0,0,2.4548525690222447,1.7497923583790063,1.7754584409930887
6300000,3,1,1,1,1,1,0,1,1,1,0,1,0,1.2962433070608497,0.6037757663087451,0.5762789491130403
6293000,3,2,3,1,0,0,0,1,0,1,0,0,1,-0.575356269953711,0.11010708049386322,0.6685235254115056
6265000,4,1,3,1,1,1,0,0,0,1,0,0,1,-0.6644800593353568,-0.1014652134268004,0.39178979651610985
6230000,3,2,1,1,0,1,0,1,0,1,0,0,1,1.3853670964424953,0.11010708049386322,0.6685235254115056
6230000,3,1,3,1,0,0,0,0,1,1,0,0,1,-0.7387498838200616,0.20707771520750073,0.16117835576994666
6195000,3,2,4,1,1,0,0,1,1,0,0,1,0,-0.9429919011529997,-0.27777545836068673,0.16117835576994666
6195000,3,2,3,1,1,0,0,1,0,0,1,0,0,-0.6124911821960635,0.02195195802692005,0.553217805038424
6195000,3,2,1,1,1,1,0,0,2,1,1,0,0,0.8951862548434437,-0.27777545836068673,0.16117835576994666
6160000,3,1,4,1,0,0,0,1,0,0,0,0,1,-1.0543966378800569,-0.23369789712721517,-0.30004452572237966
6160000,4,2,1,1,0,1,0,1,0,1,0,1,0,0.8729053074980323,-0.6157034278173023,0.13811721169533034
6125000,3,1,3,1,0,1,0,0,0,1,0,0,1,-0.6020934067682048,0.6125912785554394,0.5855034067428869
6107500,4,1,3,1,0,0,0,0,1,0,0,1,0,-1.0744494904909272,-1.074697765461853,-0.8811853564027108
6090000,4,2,2,1,1,0,1,0,1,0,0,1,0,-0.08183328625284772,-0.2733677022373396,0.6754418686338906
6090000,3,1,1,1,1,1,0,0,2,1,0,1,0,1.3853670964424953,0.6919308887756882,0.6685235254115056
6090000,3,1,3,1,0,0,0,1,2,0,0,0,1,-0.3121440119799173,1.4729852738328049,1.485810471415908
6083000,6,2,2,1,0,0,0,0,0,0,1,0,0,-0.5976372172991224,-1.2695205861137975,-0.39228910202084494
6083000,3,1,1,1,0,1,0,0,2,1,1,0,0,2.731136316105346,2.02307323802653,2.061416627518331
6020000,2,1,1,1,1,1,0,0,2,0,1,0,0,1.474490885824141,1.7791773992013205,0.7607681017099709
6020000,3,1,1,1,1,1,0,1,2,1,0,1,0,2.009233622114016,1.3090167460442905,1.3142355595007624
6020000,3,2,1,1,1,1,0,0,0,1,0,0,1,1.519052780514964,0.21589322745419504,0.8068903898592035
5950000,4,1,2,1,1,0,0,1,0,0,1,0,0,-0.7313229013715911,-0.9124923401226777,-0.6690228309162407
5950000,3,1,1,1,0,1,0,1,0,1,1,0,0,1.305155685999014,0.6125912785554394,0.5855034067428869
5950000,3,1,1,1,0,1,0,1,2,1,0,1,0,1.5725270541439513,0.8770566459562689,0.8622371356382826
5950000,3,1,1,1,1,1,0,0,2,1,1,0,0,1.3586299596280016,0.6654843520356053,0.6408501525219661
5950000,3,1,2,1,1,1,0,1,0,1,0,1,0,0.05541734939488672,0.9700603001588939,0.9595551636331635
5950000,4,2,1,1,0,1,0,0,1,1,0,1,0,1.231182940812248,-0.3794476996058947,0.5089404084151607
5950000,4,2,2,1,0,0,0,0,0,0,1,0,0,0.07524739253230289,-0.06620316444002312,1.0006040000859806
5950000,3,2,4,1,0,0,0,0,1,0,1,0,0,-0.8288020460077661,0.08366054375378028,0.6339318092995812
5943000,3,1,1,1,0,0,0,1,2,0,0,1,0,5.395937618616554,4.658911399788131,4.819529458842443
5880000,3,1,1,1,0,1,0,0,2,1,0,0,1,1.6349137067111035,0.9387652316831291,0.9268083390472084
5880000,3,2,3,1,0,0,0,1,0,0,0,0,1,-0.590210234850652,0.07484503150708596,0.622401237262273
5873000,3,1,3,1,1,0,0,1,1,0,1,0,0,-0.7387498838200616,0.20707771520750073,0.16117835576994666
5873000,3,1,3,1,0,0,0,0,2,1,0,1,0,0.1465464240376195,2.8341003647224072,2.9100667294642113
5866000,3,1,1,1,1,1,0,0,0,0,0,0,1,0.5832529920076837,-0.1014652134268004,-0.16167766127468175
5810000,4,1,4,1,1,0,0,0,0,0,0,1,0,-0.906451147506525,-0.16211593768405747,0.3124594608994297
5810000,3,1,3,1,0,0,0,1,0,0,0,1,0,-0.7833117785108845,0.07484503150708596,0.02281149132224877
5810000,3,1,3,1,0,0,0,1,0,0,0,0,1,-0.8427276380986483,-0.1014652134268004,-0.16167766127468175
5803000,3,1,1,1,0,1,0,0,2,1,0,1,0,1.563614675205787,0.8682411337095746,0.8530126780084362
5775000,3,2,4,1,0,0,0,1,0,0,0,0,1,-0.8872895327894711,-0.1014652134268004,0.39178979651610985
5740000,4,2,2,1,0,0,0,1,2,0,0,0,1,-0.3525467964995967,-0.6303959482284595,0.11505606762071403
5740000,4,1,2,1,0,0,0,0,1,0,0,1,0,-0.5218819963247235,-0.5810290796469713,-0.23547332231345397
5740000,3,1,3,1,0,0,0,1,0,0,0,1,0,-0.8130197083047663,-0.01331009095985722,-0.0694330849762165
5740000,3,1,1,1,1,1,0,1,2,1,1,0,0,1.2784185491845204,0.5861447418153564,0.5578300338533473
5740000,3,2,4,1,0,0,0,1,0,0,0,0,1,-0.9095704801348826,-0.17198931140035495,0.29954522021764457
5652500,4,2,2,1,1,1,0,0,1,1,0,1,0,-0.07180685994741258,-0.26014443386729813,0.6961968983010451
5600000,4,2,2,1,0,0,0,0,1,0,0,1,0,0.7837815181163865,0.8682411337095746,2.4672927632315784
5600000,5,2,3,0,0,1,1,0,0,0,0,0,1,-0.8427276380986483,-1.0082036159439303,-0.16167766127468175
5600000,4,1,2,1,1,1,0,1,1,0,1,0,0,-0.5085134279174768,-0.5598718502549049,-0.2077999494239144
5600000,3,1,4,1,0,0,0,0,0,0,1,0,0,-0.9986942695165283,-0.01331009095985722,-0.0694330849762165
5600000,2,1,1,1,0,0,0,0,1,0,0,1,0,3.1232809893845874,3.9536704200525863,2.4672927632315784
5600000,3,2,2,1,0,0,0,0,1,0,0,1,0,-0.3302658491541852,-0.27777545836068673,0.16117835576994666
5600000,3,1,3,1,0,0,0,0,0,1,0,1,0,-0.6110057857063693,0.5861447418153564,0.5578300338533473
5600000,4,2,1,1,0,1,0,0,0,1,0,1,0,1.3853670964424953,-0.27777545836068673,0.6685235254115056
5600000,3,1,2,1,1,1,0,1,0,1,0,0,1,-0.41136849749148285,0.04663539231766414,-0.006706773093260117
5565000,4,1,2,1,0,0,0,1,2,1,0,1,0,-0.575356269953711,-0.6656579972152368,-0.3461668138716123
5565000,5,1,2,1,1,1,0,1,0,1,1,0,0,-0.3525467964995967,-0.6303959482284595,0.11505606762071403
5530000,3,3,2,1,0,1,0,0,0,0,0,1,0,-0.8204466907532368,-1.2474818054970618,-0.8535119835131713
5530000,3,2,2,1,0,0,0,0,2,0,0,1,0,-0.7424633750442968,-0.9301233646160663,-0.692083974990857
5530000,3,2,1,1,0,1,0,0,2,1,1,0,0,1.162557622988381,-0.06620316444002312,0.4379120846653424
5523000,3,1,1,1,1,1,0,0,0,1,0,1,0,1.519052780514964,0.824163572476103,0.8068903898592035
5495000,4,2,2,0,1,1,0,0,1,0,1,0,0,-0.9280636664315741,-1.3894115526688402,-1.076282635273965
5495000,3,1,1,1,0,0,0,0,2,0,0,1,0,2.000321243175851,1.3002012337975961,1.3050111018709158
5460000,3,2,1,1,1,1,0,1,0,0,1,0,0,-0.15201827039089374,-1.1064336095499527,-0.9226954157370202
5460000,4,1,4,1,1,0,0,1,0,0,1,0,0,-0.8638945380767892,-0.027414910554568128,0.48864660162949836
5460000,3,1,3,1,1,0,0,1,0,1,0,1,0,-0.6496260944384159,0.4715430826083303,0.4379120846653424
5460000,4,2,2,1,1,1,0,0,0,1,0,1,0,-0.08517542835465944,-0.27777545836068673,0.6685235254115056
5425000,3,1,1,1,1,1,0,1,0,1,0,1,0,1.4856313594968469,0.7911054015509993,0.772298673747279
5390000,3,2,2,1,1,1,0,0,1,1,1,0,0,-0.060666386274706864,0.14889533437931823,0.7192580423756615
5383000,3,2,1,1,1,1,1,0,0,0,0,0,1,1.318524254406261,0.057214007013697325,0.5993400931876567
5320000,3,1,1,1,0,1,0,1,2,1,0,0,1,1.92010983273237,1.2208616235773473,1.2219909832022973
5285000,2,2,1,1,0,0,0,1,2,0,0,1,0,0.4941292026260379,-0.18962033589374358,-0.253922237573147
5250000,4,1,2,1,0,1,0,1,0,0,1,0,0,-0.606549596237287,-0.715024865796725,-0.410738017280538
5250000,4,2,2,0,0,0,0,1,0,0,0,1,0,-0.0985439967619063,-0.2954064828540754,0.6408501525219661
5250000,3,2,1,1,0,1,0,0,0,0,0,1,0,0.8951862548434437,-0.27777545836068673,0.16117835576994666
5250000,3,1,1,1,0,0,0,0,1,1,0,1,0,3.020343012648787,2.3091366104317608,2.3607502776068507
5250000,3,1,2,1,1,1,0,1,2,1,0,0,1,0.31588162386274643,1.4853269909781768,1.498724712097693
5250000,4,2,1,1,0,0,0,1,0,1,0,0,1,0.806062465461798,-0.6597809890507738,0.0689337794714814
5250000,3,1,2,1,1,1,0,0,1,1,0,0,1,-0.7090419540261796,-0.5422408257615163,-0.6229005427670081
5250000,4,2,2,1,1,0,0,0,2,0,0,1,0,0.6278148866985065,0.6625458479533737,2.14443674618695
5250000,3,1,1,1,0,0,0,1,2,0,1,0,0,2.2409554745062947,1.5382200644583428,1.554071457876772
5243000,3,1,1,1,0,1,0,0,0,1,0,1,0,1.1402766756429696,0.44950430199159447,0.41485094059072614
5229000,3,1,1,1,1,1,0,0,2,1,0,1,0,1.6014922856929863,0.9057070607580254,0.8922166229352839
5215000,3,2,2,1,0,0,0,0,2,0,0,1,0,-0.8471838275677306,-1.0958549948539194,-0.9088587292922504
5215000,4,2,1,0,0,1,0,1,2,0,0,1,0,0.44956730793521504,-0.8948613156292891,-0.30004452572237966
